rep,guard,recall,fpr
343,v2,0.8528493364558938,0.0
343,v3,1.0,0.0
344,v2,0.8525039123630673,0.0
344,v3,1.0,0.0
345,v2,0.8560899922420481,0.0
345,v3,1.0,0.0
346,v2,0.8609375,0.0
346,v3,1.0,0.0
347,v2,0.8531139835487661,0.0
347,v3,1.0,0.0
348,v2,0.8577603143418467,0.0
348,v3,1.0,0.0
349,v2,0.8576967816983326,0.0
349,v3,1.0,0.0
350,v2,0.8505657432696059,0.0
350,v3,1.0,0.0
351,v2,0.8564687377113646,0.0
351,v3,1.0,0.0
352,v2,0.8560280920795942,0.0
352,v3,1.0,0.0
353,v2,0.8555426805716493,0.0
353,v3,1.0,0.0
354,v2,0.8538283062645011,0.0
354,v3,1.0,0.0
355,v2,0.8550272798129385,0.0
355,v3,1.0,0.0
356,v2,0.8514040561622465,0.0
356,v3,1.0,0.0
357,v2,0.8645186335403726,0.0
357,v3,1.0,0.0
358,v2,0.8487918939984411,0.0
358,v3,1.0,0.0
359,v2,0.8505657432696059,0.0
359,v3,1.0,0.0
360,v2,0.8581944982564897,0.0
360,v3,1.0,0.0
361,v2,0.8511137162954279,0.0
361,v3,1.0,0.0
362,v2,0.8524970963995354,0.0
362,v3,1.0,0.0
363,v2,0.8495297805642633,0.0
363,v3,1.0,0.0
364,v2,0.8535353535353535,0.0
364,v3,1.0,0.0
365,v2,0.852689010132502,0.0
365,v3,1.0,0.0
366,v2,0.8496680983990629,0.0
366,v3,1.0,0.0
367,v2,0.8519089857308138,0.0
367,v3,1.0,0.0
368,v2,0.8543151227236738,0.0
368,v3,1.0,0.0
369,v2,0.8519968676585747,0.0
369,v3,1.0,0.0
370,v2,0.8548262548262548,0.0
370,v3,1.0,0.0
371,v2,0.8512204571871368,0.0
371,v3,1.0,0.0
372,v2,0.8505254963020631,0.0
372,v3,1.0,0.0
373,v2,0.8530805687203792,0.0
373,v3,1.0,0.0
374,v2,0.8550552922590837,0.0
374,v3,1.0,0.0
375,v2,0.854573885848319,0.0
375,v3,1.0,0.0
376,v2,0.8541266794625719,0.0
376,v3,1.0,0.0
377,v2,0.8535630383711824,0.0
377,v3,1.0,0.0
378,v2,0.8506998444790047,0.0
378,v3,1.0,0.0
379,v2,0.8517509727626459,0.0
379,v3,1.0,0.0
380,v2,0.8537348455220962,0.0
380,v3,1.0,0.0
381,v2,0.8520249221183801,0.0
381,v3,1.0,0.0
382,v2,0.8543123543123543,0.0
382,v3,1.0,0.0
383,v2,0.8515318146111548,0.0
383,v3,1.0,0.0
384,v2,0.8508222396241191,0.0
384,v3,1.0,0.0
385,v2,0.8579721362229102,0.0
385,v3,1.0,0.0
386,v2,0.8526068208545668,0.0
386,v3,1.0,0.0
387,v2,0.8596559812353401,0.0
387,v3,1.0,0.0
388,v2,0.855975087582717,0.0
388,v3,1.0,0.0
389,v2,0.8539458186101295,0.0
389,v3,1.0,0.0
390,v2,0.852803738317757,0.0
390,v3,1.0,0.0
391,v2,0.8562401263823065,0.0
391,v3,1.0,0.0
392,v2,0.85423197492163,0.0
392,v3,1.0,0.0
393,v2,0.8506998444790047,0.0
393,v3,1.0,0.0
394,v2,0.8480373105324523,0.0
394,v3,1.0,0.0
395,v2,0.8505034856700232,0.0
395,v3,1.0,0.0
396,v2,0.8513669618790912,0.0
396,v3,1.0,0.0
397,v2,0.8492125984251968,0.0
397,v3,1.0,0.0
398,v2,0.8562475518997258,0.0
398,v3,1.0,0.0
399,v2,0.853078721745908,0.0
399,v3,1.0,0.0
400,v2,0.8568627450980392,0.0
400,v3,1.0,0.0
401,v2,0.8469347910972277,0.0
401,v3,1.0,0.0
402,v2,0.8488957768306857,0.0
402,v3,1.0,0.0
403,v2,0.8488733488733489,0.0
403,v3,1.0,0.0
404,v2,0.8577502899110939,0.0
404,v3,1.0,0.0
405,v2,0.8590342679127726,0.0
405,v3,1.0,0.0
406,v2,0.8518228145825166,0.0
406,v3,1.0,0.0
407,v2,0.851039260969977,0.0
407,v3,1.0,0.0
408,v2,0.8491686460807601,0.0
408,v3,1.0,0.0
409,v2,0.8552018633540373,0.0
409,v3,1.0,0.0
410,v2,0.8569785276073619,0.0
410,v3,1.0,0.0
411,v2,0.8483211115399459,0.0
411,v3,1.0,0.0
412,v2,0.8532567049808429,0.0
412,v3,1.0,0.0
413,v2,0.8516653756777691,0.0
413,v3,1.0,0.0
414,v2,0.8515318146111548,0.0
414,v3,1.0,0.0
415,v2,0.8554408260524226,0.0
415,v3,1.0,0.0
416,v2,0.8567026194144838,0.0
416,v3,1.0,0.0
417,v2,0.8521431380259537,0.0
417,v3,1.0,0.0
418,v2,0.8584173778122576,0.0
418,v3,1.0,0.0
419,v2,0.8594113090627421,0.0
419,v3,1.0,0.0
420,v2,0.8514774494556765,0.0
420,v3,1.0,0.0
421,v2,0.851808634772462,0.0
421,v3,1.0,0.0
422,v2,0.8499040307101727,0.0
422,v3,1.0,0.0
423,v2,0.859204368174727,0.0
423,v3,1.0,0.0
424,v2,0.8572545952287838,0.0
424,v3,1.0,0.0
425,v2,0.8599923283467588,0.0
425,v3,1.0,0.0
426,v2,0.853364449630494,0.0
426,v3,1.0,0.0
427,v2,0.8584722760759984,0.0
427,v3,1.0,0.0
428,v2,0.853328173374613,0.0
428,v3,1.0,0.0
429,v2,0.8528951486697965,0.0
429,v3,1.0,0.0
430,v2,0.8524143302180686,0.0
430,v3,1.0,0.0
431,v2,0.8543046357615894,0.0
431,v3,1.0,0.0
432,v2,0.8550444530344028,0.0
432,v3,1.0,0.0
433,v2,0.8532038834951456,0.0
433,v3,1.0,0.0
434,v2,0.8615205585725368,0.0
434,v3,1.0,0.0
435,v2,0.851607903913212,0.0
435,v3,1.0,0.0
436,v2,0.8501960784313726,0.0
436,v3,1.0,0.0
437,v2,0.8534010946051602,0.0
437,v3,1.0,0.0
438,v2,0.8542229078287698,0.0
438,v3,1.0,0.0
439,v2,0.8509803921568627,0.0
439,v3,1.0,0.0
440,v2,0.8541829554339327,0.0
440,v3,1.0,0.0
441,v2,0.8543804262036306,0.0
441,v3,1.0,0.0
442,v2,0.8538884524744698,0.0
442,v3,1.0,0.0
443,v2,0.8509463722397477,0.0
443,v3,1.0,0.0
444,v2,0.8516228748068007,0.0
444,v3,1.0,0.0
445,v2,0.8548707753479126,0.0
445,v3,1.0,0.0
446,v2,0.8496299181924425,0.0
446,v3,1.0,0.0
447,v2,0.8566966028894963,0.0
447,v3,1.0,0.0
448,v2,0.8535531998429525,0.0
448,v3,1.0,0.0
449,v2,0.8589292692457992,0.0
449,v3,1.0,0.0
450,v2,0.8521739130434782,0.0
450,v3,1.0,0.0
451,v2,0.851808634772462,0.0
451,v3,1.0,0.0
452,v2,0.8573108584868679,0.0
452,v3,1.0,0.0
