rep,guard,recall,fpr
450,v2,0.8513566653558788,0.0
450,v3,1.0,0.0
451,v2,0.8548513302034428,0.0
451,v3,1.0,0.0
452,v2,0.8535531998429525,0.0
452,v3,1.0,0.0
453,v2,0.8527463965718738,0.0
453,v3,1.0,0.0
454,v2,0.8501552795031055,0.0
454,v3,1.0,0.0
455,v2,0.8576498422712934,0.0
455,v3,1.0,0.0
456,v2,0.8541341653666147,0.0
456,v3,1.0,0.0
457,v2,0.8587771203155818,0.0
457,v3,1.0,0.0
458,v2,0.8580922595777951,0.0
458,v3,1.0,0.0
459,v2,0.8582494190549961,0.0
459,v3,1.0,0.0
460,v2,0.8559223300970874,0.0
460,v3,1.0,0.0
461,v2,0.8534883720930233,0.0
461,v3,1.0,0.0
462,v2,0.8528138528138528,0.0
462,v3,1.0,0.0
463,v2,0.8563622170179547,0.0
463,v3,1.0,0.0
464,v2,0.8516483516483516,0.0
464,v3,1.0,0.0
465,v2,0.8542557326078507,0.0
465,v3,1.0,0.0
466,v2,0.845707656612529,0.0
466,v3,1.0,0.0
467,v2,0.8566322478157268,0.0
467,v3,1.0,0.0
468,v2,0.8515198752922837,0.0
468,v3,1.0,0.0
469,v2,0.8498240125146657,0.0
469,v3,1.0,0.0
470,v2,0.8497109826589595,0.0
470,v3,1.0,0.0
471,v2,0.8497288923315259,0.0
471,v3,1.0,0.0
472,v2,0.8537066246056783,0.0
472,v3,1.0,0.0
473,v2,0.8549588396707174,0.0
473,v3,1.0,0.0
474,v2,0.8561938257131692,0.0
474,v3,1.0,0.0
475,v2,0.854863813229572,0.0
475,v3,1.0,0.0
476,v2,0.8476898981989037,0.0
476,v3,1.0,0.0
477,v2,0.8530225207427894,0.0
477,v3,1.0,0.0
478,v2,0.8483908491663436,0.0
478,v3,1.0,0.0
479,v2,0.8550552922590837,0.0
479,v3,1.0,0.0
480,v2,0.8568075117370892,0.0
480,v3,1.0,0.0
481,v2,0.853515625,0.0
481,v3,1.0,0.0
482,v2,0.855621301775148,0.0
482,v3,1.0,0.0
483,v2,0.8560188827694729,0.0
483,v3,1.0,0.0
484,v2,0.8581449727201871,0.0
484,v3,1.0,0.0
485,v2,0.8622872971903442,0.0
485,v3,1.0,0.0
486,v2,0.8566929133858268,0.0
486,v3,1.0,0.0
487,v2,0.8532357473035439,0.0
487,v3,1.0,0.0
488,v2,0.8507638072855465,0.0
488,v3,1.0,0.0
489,v2,0.8525490196078431,0.0
489,v3,1.0,0.0
490,v2,0.8536971134835903,0.0
490,v3,1.0,0.0
491,v2,0.8525490196078431,0.0
491,v3,1.0,0.0
492,v2,0.8557580457541683,0.0
492,v3,1.0,0.0
493,v2,0.8502715283165244,0.0
493,v3,1.0,0.0
494,v2,0.8610675039246468,0.0
494,v3,1.0,0.0
495,v2,0.8560813453265546,0.0
495,v3,1.0,0.0
496,v2,0.8555729984301413,0.0
496,v3,1.0,0.0
497,v2,0.8562992125984252,0.0
497,v3,1.0,0.0
498,v2,0.8565799842395587,0.0
498,v3,1.0,0.0
499,v2,0.8534072900158478,0.0
499,v3,1.0,0.0
500,v2,0.8546099290780141,0.0
500,v3,1.0,0.0
501,v2,0.8488957768306857,0.0
501,v3,1.0,0.0
502,v2,0.8579835229501765,0.0
502,v3,1.0,0.0
503,v2,0.8576498422712934,0.0
503,v3,1.0,0.0
504,v2,0.8539719626168224,0.0
504,v3,1.0,0.0
505,v2,0.857421875,0.0
505,v3,1.0,0.0
506,v2,0.8521235521235522,0.0
506,v3,1.0,0.0
507,v2,0.8481308411214953,0.0
507,v3,1.0,0.0
508,v2,0.8592650508209538,0.0
508,v3,1.0,0.0
509,v2,0.8617226728466589,0.0
509,v3,1.0,0.0
510,v2,0.8517946738710922,0.0
510,v3,1.0,0.0
511,v2,0.8538491598280579,0.0
511,v3,1.0,0.0
512,v2,0.8510307273434461,0.0
512,v3,1.0,0.0
513,v2,0.8498627989023912,0.0
513,v3,1.0,0.0
514,v2,0.8533129069322098,0.0
514,v3,1.0,0.0
515,v2,0.8561964146531567,0.0
515,v3,1.0,0.0
516,v2,0.8614363778298204,0.0
516,v3,1.0,0.0
517,v2,0.8512682551883167,0.0
517,v3,1.0,0.0
518,v2,0.851937984496124,0.0
518,v3,1.0,0.0
519,v2,0.8514774494556765,0.0
519,v3,1.0,0.0
520,v2,0.8552175587216019,0.0
520,v3,1.0,0.0
521,v2,0.8495887191539365,0.0
521,v3,1.0,0.0
522,v2,0.8552580519984478,0.0
522,v3,1.0,0.0
523,v2,0.852586542201478,0.0
523,v3,1.0,0.0
524,v2,0.8481409001956948,0.0
524,v3,1.0,0.0
525,v2,0.8569200779727095,0.0
525,v3,1.0,0.0
526,v2,0.8553882725832013,0.0
526,v3,1.0,0.0
527,v2,0.8559156579461148,0.0
527,v3,1.0,0.0
528,v2,0.8462715105162524,0.0
528,v3,1.0,0.0
529,v2,0.8548513302034428,0.0
529,v3,1.0,0.0
530,v2,0.8540688575899843,0.0
530,v3,1.0,0.0
531,v2,0.853328173374613,0.0
531,v3,1.0,0.0
532,v2,0.855072463768116,0.0
532,v3,1.0,0.0
533,v2,0.8550557477893118,0.0
533,v3,1.0,0.0
534,v2,0.8550444530344028,0.0
534,v3,1.0,0.0
535,v2,0.8531714956930305,0.0
535,v3,1.0,0.0
536,v2,0.8563579277864992,0.0
536,v3,1.0,0.0
537,v2,0.8536776212832551,0.0
537,v3,1.0,0.0
538,v2,0.8541423570595099,0.0
538,v3,1.0,0.0
539,v2,0.8569218870843001,0.0
539,v3,1.0,0.0
540,v2,0.8625893566322478,0.0
540,v3,1.0,0.0
541,v2,0.8519953506392871,0.0
541,v3,1.0,0.0
542,v2,0.8616157711635098,0.0
542,v3,1.0,0.0
543,v2,0.857860177674778,0.0
543,v3,1.0,0.0
544,v2,0.852561595619867,0.0
544,v3,1.0,0.0
545,v2,0.8517509727626459,0.0
545,v3,1.0,0.0
546,v2,0.8523515805705474,0.0
546,v3,1.0,0.0
547,v2,0.8532145623547638,0.0
547,v3,1.0,0.0
548,v2,0.8542478565861262,0.0
548,v3,1.0,0.0
549,v2,0.8516053249804229,0.0
549,v3,1.0,0.0
550,v2,0.8530214424951267,0.0
550,v3,1.0,0.0
551,v2,0.8497131931166348,0.0
551,v3,1.0,0.0
552,v2,0.852317360565593,0.0
552,v3,1.0,0.0
553,v2,0.8524911730090231,0.0
553,v3,1.0,0.0
554,v2,0.8550667714061273,0.0
554,v3,1.0,0.0
555,v2,0.8572539867755737,0.0
555,v3,1.0,0.0
556,v2,0.8588098016336057,0.0
556,v3,1.0,0.0
557,v2,0.8500193274062621,0.0
557,v3,1.0,0.0
558,v2,0.8519510328997705,0.0
558,v3,1.0,0.0
559,v2,0.8544674209910261,0.0
559,v3,1.0,0.0
560,v2,0.8565217391304348,0.0
560,v3,1.0,0.0
561,v2,0.8578217821782178,0.0
561,v3,1.0,0.0
562,v2,0.8544031311154598,0.0
562,v3,1.0,0.0
563,v2,0.8531007751937985,0.0
563,v3,1.0,0.0
564,v2,0.8537899191996922,0.0
564,v3,1.0,0.0
565,v2,0.8557059961315281,0.0
565,v3,1.0,0.0
566,v2,0.8449490994518403,0.0
566,v3,1.0,0.0
567,v2,0.8530805687203792,0.0
567,v3,1.0,0.0
568,v2,0.8538310412573674,0.0
568,v3,1.0,0.0
569,v2,0.8489603766182817,0.0
569,v3,1.0,0.0
570,v2,0.8570321580782643,0.0
570,v3,1.0,0.0
571,v2,0.859083850931677,0.0
571,v3,1.0,0.0
572,v2,0.8563643441027637,0.0
572,v3,1.0,0.0
573,v2,0.8555729984301413,0.0
573,v3,1.0,0.0
574,v2,0.8465996908809892,0.0
574,v3,1.0,0.0
575,v2,0.8528389339513326,0.0
575,v3,1.0,0.0
576,v2,0.853897375636506,0.0
576,v3,1.0,0.0
577,v2,0.8518518518518519,0.0
577,v3,1.0,0.0
578,v2,0.8542307692307692,0.0
578,v3,1.0,0.0
579,v2,0.8472983555207517,0.0
579,v3,1.0,0.0
580,v2,0.8519660755589823,0.0
580,v3,1.0,0.0
581,v2,0.8486024844720497,0.0
581,v3,1.0,0.0
582,v2,0.8534684333593141,0.0
582,v3,1.0,0.0
583,v2,0.8492032646715896,0.0
583,v3,1.0,0.0
584,v2,0.8542812254516889,0.0
584,v3,1.0,0.0
585,v2,0.8559190031152648,0.0
585,v3,1.0,0.0
586,v2,0.8592708741669933,0.0
586,v3,1.0,0.0
587,v2,0.8522593320235756,0.0
587,v3,1.0,0.0
588,v2,0.8582060321190756,0.0
588,v3,1.0,0.0
589,v2,0.860968885387948,0.0
589,v3,1.0,0.0
590,v2,0.850294695481336,0.0
590,v3,1.0,0.0
591,v2,0.8548009367681498,0.0
591,v3,1.0,0.0
592,v2,0.8533491874752279,0.0
592,v3,1.0,0.0
593,v2,0.8575924468922108,0.0
593,v3,1.0,0.0
594,v2,0.8471090415211486,0.0
594,v3,1.0,0.0
595,v2,0.8532182103610675,0.0
595,v3,1.0,0.0
596,v2,0.853411306042885,0.0
596,v3,1.0,0.0
597,v2,0.8609271523178808,0.0
597,v3,1.0,0.0
598,v2,0.8579192546583851,0.0
598,v3,1.0,0.0
599,v2,0.8540348101265823,0.0
599,v3,1.0,0.0
600,v2,0.8526522593320236,0.0
600,v3,1.0,0.0
601,v2,0.858094864758918,0.0
601,v3,1.0,0.0
602,v2,0.8549407114624505,0.0
602,v3,1.0,0.0
603,v2,0.8554027504911591,0.0
603,v3,1.0,0.0
604,v2,0.8502758077226162,0.0
604,v3,1.0,0.0
605,v2,0.8520569620253164,0.0
605,v3,1.0,0.0
606,v2,0.855984555984556,0.0
606,v3,1.0,0.0
607,v2,0.8499216300940439,0.0
607,v3,1.0,0.0
608,v2,0.8561964146531567,0.0
608,v3,1.0,0.0
609,v2,0.8555511341026661,0.0
609,v3,1.0,0.0
610,v2,0.8529988239905919,0.0
610,v3,1.0,0.0
611,v2,0.8509219301686936,0.0
611,v3,1.0,0.0
612,v2,0.8596078431372549,0.0
612,v3,1.0,0.0
613,v2,0.8575310559006211,0.0
613,v3,1.0,0.0
614,v2,0.8520825223822499,0.0
614,v3,1.0,0.0
615,v2,0.8539545810493344,0.0
615,v3,1.0,0.0
616,v2,0.8617601246105919,0.0
616,v3,1.0,0.0
617,v2,0.8531359563693027,0.0
617,v3,1.0,0.0
618,v2,0.8520267611176702,0.0
618,v3,1.0,0.0
619,v2,0.8541341653666147,0.0
619,v3,1.0,0.0
620,v2,0.8621513944223107,0.0
620,v3,1.0,0.0
621,v2,0.8453447604207246,0.0
621,v3,1.0,0.0
622,v2,0.8513992905005913,0.0
622,v3,1.0,0.0
623,v2,0.8625,0.0
623,v3,1.0,0.0
624,v2,0.8504854368932039,0.0
624,v3,1.0,0.0
625,v2,0.852536374360991,0.0
625,v3,1.0,0.0
626,v2,0.8562401263823065,0.0
626,v3,1.0,0.0
627,v2,0.8588884509262908,0.0
627,v3,1.0,0.0
628,v2,0.8534176214934809,0.0
628,v3,1.0,0.0
629,v2,0.8500581170089113,0.0
629,v3,1.0,0.0
630,v2,0.8546603475513428,0.0
630,v3,1.0,0.0
631,v2,0.8586530931871574,0.0
631,v3,1.0,0.0
632,v2,0.8532863849765259,0.0
632,v3,1.0,0.0
633,v2,0.8536870854467421,0.0
633,v3,1.0,0.0
634,v2,0.8506109578242018,0.0
634,v3,1.0,0.0
635,v2,0.8552787663107948,0.0
635,v3,1.0,0.0
636,v2,0.8571984435797665,0.0
636,v3,1.0,0.0
637,v2,0.8562992125984252,0.0
637,v3,1.0,0.0
638,v2,0.8516483516483516,0.0
638,v3,1.0,0.0
639,v2,0.8562524347487339,0.0
639,v3,1.0,0.0
640,v2,0.860410094637224,0.0
640,v3,1.0,0.0
641,v2,0.8507109004739336,0.0
641,v3,1.0,0.0
642,v2,0.8563622170179547,0.0
642,v3,1.0,0.0
643,v2,0.8517214397496088,0.0
643,v3,1.0,0.0
644,v2,0.8531791907514451,0.0
644,v3,1.0,0.0
645,v2,0.8587170405352224,0.0
645,v3,1.0,0.0
646,v2,0.8507347254447022,0.0
646,v3,1.0,0.0
647,v2,0.8545313107740179,0.0
647,v3,1.0,0.0
648,v2,0.8528018942383583,0.0
648,v3,1.0,0.0
649,v2,0.8536395484624367,0.0
649,v3,1.0,0.0
650,v2,0.854043392504931,0.0
650,v3,1.0,0.0
651,v2,0.8510220125786163,0.0
651,v3,1.0,0.0
652,v2,0.8561886051080551,0.0
652,v3,1.0,0.0
653,v2,0.8557617942768755,0.0
653,v3,1.0,0.0
654,v2,0.855859375,0.0
654,v3,1.0,0.0
655,v2,0.8509803921568627,0.0
655,v3,1.0,0.0
656,v2,0.8539282990083905,0.0
656,v3,1.0,0.0
657,v2,0.8510307273434461,0.0
657,v3,1.0,0.0
658,v2,0.8558487593540764,0.0
658,v3,1.0,0.0
659,v2,0.8543200309957381,0.0
659,v3,1.0,0.0
660,v2,0.8561912225705329,0.0
660,v3,1.0,0.0
661,v2,0.8547880690737834,0.0
661,v3,1.0,0.0
662,v2,0.8558246828143022,0.0
662,v3,1.0,0.0
663,v2,0.850390625,0.0
663,v3,1.0,0.0
664,v2,0.8533541341653667,0.0
664,v3,1.0,0.0
665,v2,0.8486024844720497,0.0
665,v3,1.0,0.0
666,v2,0.8507874015748031,0.0
666,v3,1.0,0.0
667,v2,0.8589243959469992,0.0
667,v3,1.0,0.0
668,v2,0.8532289628180039,0.0
668,v3,1.0,0.0
669,v2,0.8458823529411764,0.0
669,v3,1.0,0.0
670,v2,0.8516634050880626,0.0
670,v3,1.0,0.0
671,v2,0.8553042121684867,0.0
671,v3,1.0,0.0
672,v2,0.8514040561622465,0.0
672,v3,1.0,0.0
673,v2,0.8496299181924425,0.0
673,v3,1.0,0.0
674,v2,0.851335656213705,0.0
674,v3,1.0,0.0
675,v2,0.8560666137985725,0.0
675,v3,1.0,0.0
676,v2,0.855078125,0.0
676,v3,1.0,0.0
677,v2,0.8579277864992151,0.0
677,v3,1.0,0.0
678,v2,0.8556026184058529,0.0
678,v3,1.0,0.0
679,v2,0.8576443057722309,0.0
679,v3,1.0,0.0
680,v2,0.8570300157977883,0.0
680,v3,1.0,0.0
681,v2,0.8497652582159625,0.0
681,v3,1.0,0.0
682,v2,0.8534583821805393,0.0
682,v3,1.0,0.0
683,v2,0.8574784651527017,0.0
683,v3,1.0,0.0
684,v2,0.8559654631083202,0.0
684,v3,1.0,0.0
685,v2,0.8527222875048962,0.0
685,v3,1.0,0.0
686,v2,0.8577603143418467,0.0
686,v3,1.0,0.0
687,v2,0.8527938342967245,0.0
687,v3,1.0,0.0
688,v2,0.859344894026975,0.0
688,v3,1.0,0.0
689,v2,0.8553557466770915,0.0
689,v3,1.0,0.0
690,v2,0.8575353218210361,0.0
690,v3,1.0,0.0
691,v2,0.853364449630494,0.0
691,v3,1.0,0.0
692,v2,0.8542070569988368,0.0
692,v3,1.0,0.0
693,v2,0.856414280109847,0.0
693,v3,1.0,0.0
694,v2,0.8552529182879377,0.0
694,v3,1.0,0.0
695,v2,0.8543913713405239,0.0
695,v3,1.0,0.0
696,v2,0.853411306042885,0.0
696,v3,1.0,0.0
697,v2,0.853411306042885,0.0
697,v3,1.0,0.0
698,v2,0.8572549019607844,0.0
698,v3,1.0,0.0
699,v2,0.845380749903363,0.0
699,v3,1.0,0.0
700,v2,0.8556338028169014,0.0
700,v3,1.0,0.0
701,v2,0.8499804151978065,0.0
701,v3,1.0,0.0
702,v2,0.8573103987490227,0.0
702,v3,1.0,0.0
703,v2,0.8548073180225769,0.0
703,v3,1.0,0.0
704,v2,0.8537534033450019,0.0
704,v3,1.0,0.0
705,v2,0.857365549493375,0.0
705,v3,1.0,0.0
706,v2,0.8556902620258114,0.0
706,v3,1.0,0.0
707,v2,0.8568672839506173,0.0
707,v3,1.0,0.0
708,v2,0.8556379243074522,0.0
708,v3,1.0,0.0
709,v2,0.8549141965678627,0.0
709,v3,1.0,0.0
710,v2,0.8533228470310656,0.0
710,v3,1.0,0.0
711,v2,0.8552890287062525,0.0
711,v3,1.0,0.0
712,v2,0.8584758942457231,0.0
712,v3,1.0,0.0
713,v2,0.8545382481173206,0.0
713,v3,1.0,0.0
714,v2,0.8603395061728395,0.0
714,v3,1.0,0.0
715,v2,0.8566447113521891,0.0
715,v3,1.0,0.0
716,v2,0.8583690987124464,0.0
716,v3,1.0,0.0
717,v2,0.859204368174727,0.0
717,v3,1.0,0.0
718,v2,0.8550387596899225,0.0
718,v3,1.0,0.0
719,v2,0.8553606237816764,0.0
719,v3,1.0,0.0
720,v2,0.8588007736943907,0.0
720,v3,1.0,0.0
721,v2,0.851213782302271,0.0
721,v3,1.0,0.0
722,v2,0.8480963480963482,0.0
722,v3,1.0,0.0
723,v2,0.8566350710900474,0.0
723,v3,1.0,0.0
724,v2,0.8521536670547147,0.0
724,v3,1.0,0.0
725,v2,0.8602533650039589,0.0
725,v3,1.0,0.0
726,v2,0.857755261106781,0.0
726,v3,1.0,0.0
727,v2,0.8545382481173206,0.0
727,v3,1.0,0.0
728,v2,0.8561457929430012,0.0
728,v3,1.0,0.0
729,v2,0.8558698179000388,0.0
729,v3,1.0,0.0
730,v2,0.8583202511773941,0.0
730,v3,1.0,0.0
731,v2,0.8518805738658395,0.0
731,v3,1.0,0.0
732,v2,0.8565965583173997,0.0
732,v3,1.0,0.0
733,v2,0.8507229386479094,0.0
733,v3,1.0,0.0
734,v2,0.8587681443703413,0.0
734,v3,1.0,0.0
735,v2,0.8541341653666147,0.0
735,v3,1.0,0.0
736,v2,0.8528842431281456,0.0
736,v3,1.0,0.0
737,v2,0.8527011270890011,0.0
737,v3,1.0,0.0
738,v2,0.852394143252869,0.0
738,v3,1.0,0.0
739,v2,0.859758472925594,0.0
739,v3,1.0,0.0
740,v2,0.8610567514677103,0.0
740,v3,1.0,0.0
741,v2,0.8529641185647426,0.0
741,v3,1.0,0.0
742,v2,0.8469945355191257,0.0
742,v3,1.0,0.0
743,v2,0.8506061791161518,0.0
743,v3,1.0,0.0
744,v2,0.8535353535353535,0.0
744,v3,1.0,0.0
745,v2,0.8473459899263851,0.0
745,v3,1.0,0.0
746,v2,0.85234375,0.0
746,v3,1.0,0.0
747,v2,0.8535630383711824,0.0
747,v3,1.0,0.0
748,v2,0.8509984639016898,0.0
748,v3,1.0,0.0
749,v2,0.8603744149765991,0.0
749,v3,1.0,0.0
750,v2,0.8530549110595514,0.0
750,v3,1.0,0.0
751,v2,0.8544378698224852,0.0
751,v3,1.0,0.0
752,v2,0.8520849724626278,0.0
752,v3,1.0,0.0
753,v2,0.8483908491663436,0.0
753,v3,1.0,0.0
754,v2,0.8520686963309914,0.0
754,v3,1.0,0.0
755,v2,0.8541423570595099,0.0
755,v3,1.0,0.0
756,v2,0.8518518518518519,0.0
756,v3,1.0,0.0
757,v2,0.8580819798917246,0.0
757,v3,1.0,0.0
758,v2,0.8565846033606878,0.0
758,v3,1.0,0.0
759,v2,0.8524271844660194,0.0
759,v3,1.0,0.0
760,v2,0.8553557466770915,0.0
760,v3,1.0,0.0
761,v2,0.8582554517133957,0.0
761,v3,1.0,0.0
762,v2,0.8587726199842644,0.0
762,v3,1.0,0.0
763,v2,0.8607296979207533,0.0
763,v3,1.0,0.0
764,v2,0.8528257456828885,0.0
764,v3,1.0,0.0
765,v2,0.8561484918793504,0.0
765,v3,1.0,0.0
766,v2,0.8538102643856921,0.0
766,v3,1.0,0.0
767,v2,0.85390625,0.0
767,v3,1.0,0.0
768,v2,0.8524844720496895,0.0
768,v3,1.0,0.0
769,v2,0.856974921630094,0.0
769,v3,1.0,0.0
770,v2,0.8527679623085983,0.0
770,v3,1.0,0.0
771,v2,0.8523698523698524,0.0
771,v3,1.0,0.0
772,v2,0.8532182103610675,0.0
772,v3,1.0,0.0
773,v2,0.8537441497659907,0.0
773,v3,1.0,0.0
774,v2,0.8532608695652174,0.0
774,v3,1.0,0.0
775,v2,0.850705329153605,0.0
775,v3,1.0,0.0
776,v2,0.855621301775148,0.0
776,v3,1.0,0.0
777,v2,0.8545526212061489,0.0
777,v3,1.0,0.0
778,v2,0.8528018942383583,0.0
778,v3,1.0,0.0
779,v2,0.8571992110453649,0.0
779,v3,1.0,0.0
780,v2,0.8530824659727783,0.0
780,v3,1.0,0.0
781,v2,0.8531007751937985,0.0
781,v3,1.0,0.0
782,v2,0.8531605810757754,0.0
782,v3,1.0,0.0
783,v2,0.8501170960187353,0.0
783,v3,1.0,0.0
784,v2,0.8551456310679612,0.0
784,v3,1.0,0.0
785,v2,0.8517934568387859,0.0
785,v3,1.0,0.0
786,v2,0.852126414358174,0.0
786,v3,1.0,0.0
787,v2,0.8568611987381703,0.0
787,v3,1.0,0.0
788,v2,0.8561989895064127,0.0
788,v3,1.0,0.0
789,v2,0.8543613707165109,0.0
789,v3,1.0,0.0
790,v2,0.8554595443833464,0.0
790,v3,1.0,0.0
791,v2,0.8600078647267008,0.0
791,v3,1.0,0.0
792,v2,0.8545454545454545,0.0
792,v3,1.0,0.0
793,v2,0.851213782302271,0.0
793,v3,1.0,0.0
794,v2,0.853125,0.0
794,v3,1.0,0.0
795,v2,0.8457120980091883,0.0
795,v3,1.0,0.0
796,v2,0.8536299765807962,0.0
796,v3,1.0,0.0
797,v2,0.8555295950155763,0.0
797,v3,1.0,0.0
798,v2,0.8528257456828885,0.0
798,v3,1.0,0.0
799,v2,0.8588052754072925,0.0
799,v3,1.0,0.0
800,v2,0.8523255813953489,0.0
800,v3,1.0,0.0
801,v2,0.8586017282010998,0.0
801,v3,1.0,0.0
802,v2,0.8566966028894963,0.0
802,v3,1.0,0.0
803,v2,0.8578760363205685,0.0
803,v3,1.0,0.0
804,v2,0.8513725490196078,0.0
804,v3,1.0,0.0
805,v2,0.8455538221528861,0.0
805,v3,1.0,0.0
806,v2,0.850682261208577,0.0
806,v3,1.0,0.0
807,v2,0.8501362397820164,0.0
807,v3,1.0,0.0
808,v2,0.8574775478328778,0.0
808,v3,1.0,0.0
809,v2,0.851953125,0.0
809,v3,1.0,0.0
810,v2,0.854199066874028,0.0
810,v3,1.0,0.0
811,v2,0.8494917904612979,0.0
811,v3,1.0,0.0
812,v2,0.8576470588235294,0.0
812,v3,1.0,0.0
813,v2,0.8530326594090202,0.0
813,v3,1.0,0.0
814,v2,0.8597442851607904,0.0
814,v3,1.0,0.0
815,v2,0.8551456310679612,0.0
815,v3,1.0,0.0
816,v2,0.8547008547008547,0.0
816,v3,1.0,0.0
817,v2,0.8647909339585775,0.0
817,v3,1.0,0.0
818,v2,0.8538011695906432,0.0
818,v3,1.0,0.0
819,v2,0.8560095200317335,0.0
819,v3,1.0,0.0
820,v2,0.8531714956930305,0.0
820,v3,1.0,0.0
821,v2,0.8521431380259537,0.0
821,v3,1.0,0.0
822,v2,0.8514506769825919,0.0
822,v3,1.0,0.0
823,v2,0.8571428571428571,0.0
823,v3,1.0,0.0
824,v2,0.8516483516483516,0.0
824,v3,1.0,0.0
825,v2,0.846839860411012,0.0
825,v3,1.0,0.0
826,v2,0.8549528301886793,0.0
826,v3,1.0,0.0
827,v2,0.8556338028169014,0.0
827,v3,1.0,0.0
828,v2,0.8540117416829746,0.0
828,v3,1.0,0.0
829,v2,0.8521840873634945,0.0
829,v3,1.0,0.0
830,v2,0.8519660755589823,0.0
830,v3,1.0,0.0
831,v2,0.8534214618973561,0.0
831,v3,1.0,0.0
832,v2,0.8515594157125937,0.0
832,v3,1.0,0.0
833,v2,0.8519388954171563,0.0
833,v3,1.0,0.0
834,v2,0.855278310940499,0.0
834,v3,1.0,0.0
835,v2,0.855191256830601,0.0
835,v3,1.0,0.0
836,v2,0.8551587301587301,0.0
836,v3,1.0,0.0
837,v2,0.8577013291634089,0.0
837,v3,1.0,0.0
838,v2,0.8572549019607844,0.0
838,v3,1.0,0.0
839,v2,0.853515625,0.0
839,v3,1.0,0.0
840,v2,0.8507404520654716,0.0
840,v3,1.0,0.0
841,v2,0.8573081372927112,0.0
841,v3,1.0,0.0
842,v2,0.85703125,0.0
842,v3,1.0,0.0
843,v2,0.8512720156555773,0.0
843,v3,1.0,0.0
844,v2,0.8590138674884438,0.0
844,v3,1.0,0.0
845,v2,0.859758472925594,0.0
845,v3,1.0,0.0
846,v2,0.8544600938967136,0.0
846,v3,1.0,0.0
847,v2,0.8564182598517363,0.0
847,v3,1.0,0.0
848,v2,0.8557919621749409,0.0
848,v3,1.0,0.0
849,v2,0.8549262994569433,0.0
849,v3,1.0,0.0
850,v2,0.8542812254516889,0.0
850,v3,1.0,0.0
851,v2,0.8498439937597504,0.0
851,v3,1.0,0.0
852,v2,0.8570873786407767,0.0
852,v3,1.0,0.0
853,v2,0.8547880690737834,0.0
853,v3,1.0,0.0
854,v2,0.8533437622213531,0.0
854,v3,1.0,0.0
855,v2,0.8513302034428795,0.0
855,v3,1.0,0.0
856,v2,0.8538193098100039,0.0
856,v3,1.0,0.0
857,v2,0.8570872274143302,0.0
857,v3,1.0,0.0
858,v2,0.8522243713733075,0.0
858,v3,1.0,0.0
859,v2,0.8579881656804734,0.0
859,v3,1.0,0.0
860,v2,0.8561320754716981,0.0
860,v3,1.0,0.0
861,v2,0.8546099290780141,0.0
861,v3,1.0,0.0
862,v2,0.8578640776699029,0.0
862,v3,1.0,0.0
863,v2,0.8493526873283641,0.0
863,v3,1.0,0.0
864,v2,0.8555772994129158,0.0
864,v3,1.0,0.0
865,v2,0.8489521550019771,0.0
865,v3,1.0,0.0
866,v2,0.8533805031446541,0.0
866,v3,1.0,0.0
867,v2,0.8547945205479452,0.0
867,v3,1.0,0.0
868,v2,0.8579256360078278,0.0
868,v3,1.0,0.0
869,v2,0.8508158508158508,0.0
869,v3,1.0,0.0
870,v2,0.8526112185686654,0.0
870,v3,1.0,0.0
871,v2,0.8584349193865514,0.0
871,v3,1.0,0.0
872,v2,0.8507578701904391,0.0
872,v3,1.0,0.0
873,v2,0.8565217391304348,0.0
873,v3,1.0,0.0
874,v2,0.8481757551981169,0.0
874,v3,1.0,0.0
875,v2,0.8559190031152648,0.0
875,v3,1.0,0.0
876,v2,0.8549262994569433,0.0
876,v3,1.0,0.0
877,v2,0.8603744149765991,0.0
877,v3,1.0,0.0
878,v2,0.8551805337519623,0.0
878,v3,1.0,0.0
879,v2,0.8532357473035439,0.0
879,v3,1.0,0.0
880,v2,0.8501960784313726,0.0
880,v3,1.0,0.0
881,v2,0.857365549493375,0.0
881,v3,1.0,0.0
882,v2,0.8506594259115593,0.0
882,v3,1.0,0.0
883,v2,0.8467238689547582,0.0
883,v3,1.0,0.0
884,v2,0.8558282208588958,0.0
884,v3,1.0,0.0
885,v2,0.8531714956930305,0.0
885,v3,1.0,0.0
886,v2,0.854296875,0.0
886,v3,1.0,0.0
887,v2,0.8542070569988368,0.0
887,v3,1.0,0.0
888,v2,0.8548575887631682,0.0
888,v3,1.0,0.0
889,v2,0.8553702985653354,0.0
889,v3,1.0,0.0
890,v2,0.8482520169035728,0.0
890,v3,1.0,0.0
891,v2,0.8581449727201871,0.0
891,v3,1.0,0.0
892,v2,0.8555207517619421,0.0
892,v3,1.0,0.0
893,v2,0.8539458186101295,0.0
893,v3,1.0,0.0
894,v2,0.8518225039619651,0.0
894,v3,1.0,0.0
895,v2,0.8496835443037974,0.0
895,v3,1.0,0.0
896,v2,0.8526732673267327,0.0
896,v3,1.0,0.0
897,v2,0.8517934568387859,0.0
897,v3,1.0,0.0
898,v2,0.8595594020456334,0.0
898,v3,1.0,0.0
899,v2,0.8576470588235294,0.0
899,v3,1.0,0.0
900,v2,0.8534214618973561,0.0
900,v3,1.0,0.0
901,v2,0.851195065535852,0.0
901,v3,1.0,0.0
902,v2,0.8525345622119815,0.0
902,v3,1.0,0.0
903,v2,0.858712715855573,0.0
903,v3,1.0,0.0
